,PlayerId,90s,Tkl,TklW_x,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tklvsdribble,Att_x,Tkl%,Past,Press,Succ_x,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh_x,ShSv,Pass,Int_x,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,Drib,Sh_y,Fld_x,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,CrdY,CrdR,2CrdY,Fls,Fld_y,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Cmp,Att_y,Cmp%,TotDist_x,PrgDist_x,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3_x,PPA,CrsPA,Prog_x,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live,Succ_y,Att,Succ%,#Pl,Megs,Carries,TotDist_y,PrgDist_y,Prog_y,1/3_y,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,MP,Min,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
0,1,2.1,7.0,5,3.0,3.0,1.0,3.0,5.0,60.0,2.0,84.0,25.0,29.8,15.0,38.0,31.0,2.0,0.0,0.0,2.0,2,9.0,0.0,0.0,4.0,1.89,2.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,7,8,1,2,2,5,0.0,0.0,0,18.0,3.0,4.0,42.9,44.0,55.0,80.0,644.0,166.0,25.0,28.0,89.3,17.0,20.0,85.0,1.0,3.0,33.3,0,0.5,-0.5,1.0,3.0,1.0,0.0,5.0,91.0,1.0,11.0,43.0,50.0,9.0,91.0,2.0,6.0,33.3,3.0,0.0,63.0,533.0,291.0,11.0,9.0,2.0,5.0,6.0,78.0,55.0,70.5,12.0,0,2,0,0.0,0.95,0.0,0.0,,18.0,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,9,190.0,21.0,12.4,1,75.0,0,8,14.0,5,1.78,0.0,1.0,-1.0,-0.47,-1.15,1.7,3.6,-1.9,-0.9,-1.54
1,2,14.0,21.0,14,13.0,8.0,0.0,6.0,11.0,54.5,5.0,120.0,40.0,33.3,57.0,58.0,5.0,34.0,16.0,2.0,18.0,32,53.0,60.0,0.0,10.0,0.71,9.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5,0,0,26,6,0,2,32,14,0.0,1.0,0,128.0,51.0,24.0,68.0,574.0,668.0,85.9,11558.0,4050.0,195.0,211.0,92.4,297.0,325.0,91.4,80.0,123.0,65.0,0,0.1,-0.1,2.0,36.0,3.0,1.0,32.0,822.0,138.0,447.0,369.0,34.0,13.0,808.0,3.0,5.0,60.0,3.0,1.0,506.0,1956.0,1040.0,28.0,4.0,0.0,4.0,2.0,525.0,517.0,98.5,4.0,1,8,1,12.5,0.57,0.07,0.13,1.0,9.2,0.0,0,0,1.1,1.1,0.14,-0.1,-0.1,15,1264.0,84.0,87.8,15,84.0,12,0,,0,1.27,15.0,16.0,-1.0,-0.07,1.46,20.2,14.3,5.9,0.42,1.86
2,3,11.5,40.0,21,20.0,11.0,9.0,24.0,40.0,60.0,16.0,241.0,87.0,36.1,103.0,102.0,36.0,22.0,0.0,0.0,22.0,37,77.0,13.0,0.0,10.0,0.87,7.0,3.0,0.0,0.0,0.0,0.0,1.0,0.09,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,20,14,1,18,37,21,0.0,0.0,0,129.0,18.0,8.0,69.2,623.0,753.0,82.7,11972.0,3992.0,230.0,254.0,90.6,308.0,340.0,90.6,80.0,136.0,58.8,0,0.3,-0.3,6.0,42.0,10.0,1.0,63.0,882.0,38.0,295.0,457.0,192.0,11.0,830.0,8.0,14.0,57.1,8.0,1.0,580.0,2741.0,1579.0,56.0,21.0,3.0,7.0,10.0,596.0,571.0,95.8,20.0,0,11,1,9.1,0.96,0.09,0.0,0.0,28.2,0.0,0,0,0.3,0.3,0.03,-0.3,-0.3,15,1034.0,69.0,71.8,12,78.0,5,3,34.0,0,1.8,18.0,10.0,8.0,0.7,-0.63,20.8,12.6,8.2,0.71,-0.21
3,4,2.6,5.0,4,1.0,4.0,0.0,2.0,5.0,40.0,3.0,89.0,27.0,30.3,18.0,46.0,25.0,3.0,0.0,0.0,3.0,7,12.0,2.0,0.0,4.0,1.51,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,3,0,4,7,4,0.0,0.0,0,21.0,6.0,8.0,42.9,83.0,104.0,79.8,1126.0,219.0,51.0,61.0,83.6,24.0,29.0,82.8,3.0,5.0,60.0,0,0.1,-0.1,2.0,3.0,2.0,1.0,6.0,147.0,3.0,20.0,60.0,73.0,17.0,146.0,2.0,9.0,22.2,2.0,0.0,96.0,394.0,178.0,13.0,3.0,2.0,5.0,3.0,145.0,103.0,71.0,34.0,0,5,4,80.0,1.89,1.51,0.0,0.0,15.7,0.0,0,0,0.3,0.3,0.07,-0.3,-0.3,7,238.0,34.0,15.6,0,,0,7,34.0,6,0.71,4.0,2.0,2.0,0.76,1.45,3.4,3.7,-0.3,-0.12,1.0
4,5,7.6,18.0,14,9.0,9.0,0.0,3.0,10.0,30.0,7.0,125.0,36.0,28.8,41.0,73.0,11.0,5.0,3.0,0.0,2.0,10,28.0,14.0,0.0,18.0,2.35,11.0,7.0,0.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,22,10,0,6,10,14,0.0,0.0,0,62.0,10.0,3.0,76.9,293.0,347.0,84.4,6545.0,1772.0,99.0,106.0,93.4,122.0,142.0,85.9,68.0,92.0,73.9,0,0.4,-0.4,10.0,30.0,3.0,0.0,29.0,408.0,24.0,106.0,252.0,72.0,7.0,376.0,2.0,5.0,40.0,3.0,0.0,260.0,1079.0,448.0,14.0,3.0,0.0,4.0,8.0,277.0,255.0,92.1,13.0,0,5,0,0.0,0.65,0.0,0.0,,19.6,1.0,0,0,0.4,0.4,0.09,-0.4,-0.4,11,688.0,63.0,47.8,8,78.0,4,3,21.0,3,1.27,8.0,11.0,-3.0,-0.39,-0.27,9.7,9.3,0.4,0.05,-0.27
5,6,0.1,1.0,0,0.0,1.0,0.0,1.0,1.0,100.0,0.0,3.0,1.0,33.3,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,6.0,8.0,75.0,116.0,42.0,1.0,2.0,50.0,4.0,4.0,100.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,2.0,7.0,2.0,0.0,10.0,0.0,0.0,,0.0,0.0,9.0,69.0,38.0,0.0,0.0,0.0,0.0,1.0,8.0,7.0,87.5,0.0,0,1,1,100.0,12.86,12.86,0.0,0.0,22.2,0.0,0,0,0.1,0.1,0.07,-0.1,-0.1,1,7.0,7.0,0.5,0,,0,1,7.0,4,0.0,0.0,1.0,-1.0,-12.86,-12.42,0.2,0.1,0.0,0.51,0.8
6,7,14.2,17.0,10,7.0,9.0,1.0,7.0,22.0,31.8,15.0,203.0,61.0,30.0,48.0,111.0,44.0,21.0,3.0,0.0,18.0,15,32.0,5.0,0.0,35.0,2.46,21.0,11.0,0.0,1.0,1.0,1.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0,4,0,0,22,11,0,16,15,10,0.0,0.0,0,102.0,9.0,13.0,40.9,623.0,776.0,80.3,11189.0,3328.0,291.0,320.0,90.9,243.0,284.0,85.6,74.0,140.0,52.9,0,1.1,-1.1,17.0,51.0,19.0,0.0,83.0,896.0,17.0,160.0,436.0,356.0,19.0,778.0,7.0,18.0,38.9,8.0,2.0,544.0,2581.0,1376.0,51.0,15.0,4.0,18.0,17.0,655.0,601.0,91.8,46.0,1,18,4,22.2,1.26,0.28,0.06,0.25,22.7,4.0,0,0,0.8,0.8,0.04,0.2,0.2,17,1282.0,75.0,83.8,14,87.0,11,3,24.0,0,2.12,31.0,15.0,16.0,1.12,0.76,26.2,15.5,10.7,0.75,0.33
7,8,15.1,35.0,20,12.0,14.0,9.0,7.0,27.0,25.9,20.0,326.0,82.0,25.2,77.0,144.0,105.0,20.0,1.0,0.0,19.0,17,52.0,2.0,0.0,91.0,6.04,67.0,11.0,4.0,1.0,2.0,6.0,13.0,0.86,11.0,0.0,0.0,1.0,0.0,1.0,3,0,0,24,37,7,44,17,20,0.0,0.0,0,113.0,3.0,9.0,25.0,567.0,808.0,70.2,10189.0,3795.0,297.0,369.0,80.5,171.0,222.0,77.0,83.0,175.0,47.4,5,6.2,-1.2,50.0,64.0,36.0,6.0,93.0,1034.0,8.0,102.0,472.0,529.0,57.0,935.0,31.0,61.0,50.8,33.0,7.0,706.0,3102.0,1852.0,105.0,31.0,6.0,38.0,41.0,880.0,733.0,83.3,104.0,6,31,11,35.5,2.06,0.73,0.13,0.36,21.6,1.0,2,3,6.1,3.8,0.12,-0.1,0.2,17,1356.0,80.0,88.6,15,87.0,9,2,25.0,0,1.41,25.0,29.0,-4.0,-0.27,-0.78,24.6,23.1,1.6,0.1,0.07
8,9,3.9,18.0,11,8.0,6.0,4.0,5.0,7.0,71.4,2.0,116.0,33.0,28.4,47.0,58.0,11.0,8.0,1.0,0.0,7.0,9,27.0,3.0,0.0,1.0,0.25,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,9,10,0,0,9,11,0.0,0.0,0,31.0,0.0,4.0,0.0,97.0,110.0,88.2,1633.0,334.0,45.0,49.0,91.8,42.0,46.0,91.3,8.0,10.0,80.0,0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,159.0,8.0,55.0,86.0,30.0,2.0,159.0,3.0,5.0,60.0,3.0,0.0,96.0,408.0,175.0,8.0,4.0,2.0,4.0,4.0,100.0,83.0,83.0,3.0,0,1,0,0.0,0.25,0.0,0.0,,24.4,0.0,0,0,0.0,0.0,0.02,0.0,0.0,8,354.0,44.0,24.6,5,63.0,1,3,13.0,6,0.88,2.0,8.0,-6.0,-1.53,-1.36,3.3,6.0,-2.7,-0.69,-0.54
9,10,0.8,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,24.0,5.0,20.8,4.0,13.0,7.0,2.0,1.0,0.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,2,0,0,2,1,0,0.0,0.0,0,7.0,2.0,2.0,50.0,10.0,16.0,62.5,172.0,8.0,4.0,6.0,66.7,6.0,9.0,66.7,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,1.0,2.0,10.0,18.0,5.0,28.0,0.0,4.0,0.0,0.0,0.0,18.0,39.0,6.0,0.0,0.0,0.0,3.0,2.0,31.0,16.0,51.6,8.0,0,1,0,0.0,1.23,0.0,0.0,,8.1,0.0,0,0,0.0,0.0,0.05,0.0,0.0,2,73.0,37.0,5.1,1,45.0,0,1,28.0,4,0.0,0.0,2.0,-2.0,-2.47,-2.93,0.1,1.2,-1.1,-1.32,-1.33
10,11,4.8,5.0,3,2.0,2.0,1.0,2.0,7.0,28.6,5.0,44.0,16.0,36.4,14.0,21.0,9.0,5.0,0.0,0.0,5.0,9,14.0,6.0,0.0,6.0,1.24,5.0,1.0,0.0,0.0,0.0,0.0,2.0,0.41,1.0,1.0,0.0,0.0,0.0,0.0,2,0,0,8,3,1,9,9,3,0.0,0.0,0,52.0,8.0,7.0,53.3,320.0,369.0,86.7,6280.0,2287.0,121.0,130.0,93.1,158.0,174.0,90.8,40.0,60.0,66.7,0,0.0,0.0,2.0,40.0,7.0,2.0,36.0,406.0,14.0,112.0,223.0,94.0,1.0,368.0,2.0,7.0,28.6,2.0,0.0,293.0,1249.0,643.0,25.0,6.0,0.0,2.0,1.0,299.0,281.0,94.0,8.0,0,4,1,25.0,1.04,0.26,0.0,0.0,29.0,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,9,434.0,48.0,26.8,4,87.0,1,5,17.0,9,1.11,5.0,5.0,0.0,0.0,0.38,5.0,4.4,0.6,0.12,0.34
11,12,1.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,12.0,1.0,8.3,6.0,6.0,0.0,2.0,0.0,0.0,2.0,3,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,3,0,0.0,0.0,0,13.0,7.0,1.0,87.5,75.0,82.0,91.5,1694.0,343.0,18.0,23.0,78.3,40.0,41.0,97.6,17.0,18.0,94.4,0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,93.0,8.0,42.0,53.0,2.0,1.0,89.0,0.0,0.0,,0.0,0.0,60.0,373.0,195.0,4.0,1.0,0.0,0.0,0.0,65.0,65.0,100.0,0.0,0,1,0,0.0,1.0,0.0,0.0,,6.0,0.0,0,0,0.0,0.0,0.05,0.0,0.0,1,90.0,90.0,6.3,1,90.0,1,0,,11,1.0,1.0,1.0,0.0,0.0,0.6,1.0,1.0,0.0,0.01,0.63
12,13,1.4,0.0,0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,32.0,7.0,21.9,4.0,24.0,4.0,3.0,0.0,0.0,3.0,3,3.0,1.0,0.0,2.0,1.44,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.72,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,2,3,0,0.0,0.0,0,12.0,5.0,1.0,83.3,64.0,79.0,81.0,1289.0,424.0,26.0,30.0,86.7,28.0,32.0,87.5,9.0,14.0,64.3,1,0.7,0.3,1.0,7.0,2.0,1.0,8.0,97.0,2.0,19.0,49.0,34.0,8.0,95.0,2.0,2.0,100.0,2.0,0.0,67.0,305.0,167.0,8.0,1.0,3.0,5.0,0.0,86.0,73.0,84.9,8.0,0,3,1,33.3,2.16,0.72,0.0,0.0,19.7,0.0,0,0,0.2,0.2,0.06,-0.2,-0.2,5,125.0,25.0,8.7,1,90.0,1,4,9.0,9,2.0,4.0,3.0,1.0,0.72,0.72,5.0,1.9,3.2,2.29,2.08
13,14,0.4,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,7.0,1.0,14.3,2.0,1.0,4.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,2,0,0,1,0,0.0,0.0,0,1.0,0.0,0.0,,12.0,12.0,100.0,276.0,23.0,2.0,2.0,100.0,7.0,7.0,100.0,3.0,3.0,100.0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,4.0,8.0,5.0,1.0,13.0,0.0,0.0,,0.0,0.0,8.0,36.0,11.0,0.0,0.0,0.0,1.0,1.0,12.0,10.0,83.3,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,1,34.0,34.0,2.2,0,,0,1,34.0,0,0.0,0.0,1.0,-1.0,-2.65,-2.11,0.4,0.3,0.1,0.22,0.58
14,15,3.0,3.0,1,2.0,1.0,0.0,0.0,1.0,0.0,1.0,67.0,12.0,17.9,11.0,27.0,29.0,2.0,0.0,0.0,2.0,2,5.0,0.0,0.0,8.0,2.67,7.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,9,4,5,1,2,1,0.0,0.0,0,13.0,5.0,6.0,45.5,39.0,56.0,69.6,647.0,137.0,15.0,21.0,71.4,19.0,26.0,73.1,3.0,4.0,75.0,0,0.5,-0.5,5.0,2.0,3.0,0.0,6.0,96.0,0.0,8.0,38.0,57.0,15.0,95.0,4.0,8.0,50.0,4.0,0.0,75.0,332.0,192.0,10.0,4.0,1.0,14.0,6.0,124.0,69.0,55.6,33.0,1,3,1,33.3,1.0,0.33,0.33,1.0,10.8,0.0,0,0,0.7,0.7,0.24,0.3,0.3,16,270.0,17.0,17.6,0,,0,16,17.0,1,1.44,4.0,4.0,0.0,0.0,-0.21,4.9,3.6,1.3,0.44,0.21
15,16,2.6,4.0,2,3.0,0.0,1.0,1.0,4.0,25.0,3.0,82.0,20.0,24.4,20.0,32.0,30.0,7.0,1.0,0.0,6.0,4,8.0,5.0,0.0,5.0,1.94,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,5,2,1,5,4,2,0.0,0.0,0,10.0,13.0,14.0,48.1,60.0,75.0,80.0,1001.0,228.0,31.0,34.0,91.2,18.0,24.0,75.0,9.0,12.0,75.0,0,0.4,-0.4,2.0,5.0,3.0,1.0,6.0,118.0,5.0,26.0,45.0,53.0,12.0,116.0,2.0,5.0,40.0,2.0,1.0,63.0,216.0,128.0,6.0,2.0,1.0,13.0,3.0,124.0,83.0,66.9,18.0,0,3,0,0.0,1.16,0.0,0.0,,9.9,0.0,0,0,0.2,0.2,0.08,-0.2,-0.2,12,232.0,19.0,15.2,1,69.0,0,11,15.0,1,1.33,1.0,3.0,-2.0,-0.78,-0.71,3.3,5.0,-1.7,-0.66,-0.47
16,17,5.1,3.0,3,2.0,1.0,0.0,2.0,3.0,66.7,1.0,73.0,20.0,27.4,5.0,27.0,41.0,3.0,1.0,0.0,2.0,0,3.0,0.0,0.0,8.0,1.57,5.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,7,7,2,5,0,3,0.0,0.0,0,18.0,13.0,17.0,43.3,52.0,79.0,65.8,821.0,190.0,30.0,37.0,81.1,14.0,24.0,58.3,5.0,9.0,55.6,0,0.5,-0.5,3.0,6.0,2.0,1.0,6.0,134.0,3.0,13.0,47.0,81.0,29.0,133.0,3.0,6.0,50.0,3.0,0.0,90.0,424.0,170.0,10.0,0.0,4.0,16.0,12.0,176.0,104.0,59.1,30.0,1,11,3,27.3,2.15,0.59,0.09,0.33,15.6,0.0,0,0,1.2,1.2,0.11,-0.2,-0.2,9,460.0,51.0,30.1,5,73.0,1,4,24.0,2,0.78,7.0,11.0,-4.0,-0.78,-0.45,6.9,11.1,-4.3,-0.83,0.18
17,18,9.9,14.0,6,7.0,7.0,0.0,5.0,13.0,38.5,8.0,164.0,37.0,22.6,40.0,91.0,33.0,6.0,1.0,0.0,5.0,15,29.0,3.0,0.0,40.0,4.03,21.0,15.0,0.0,2.0,2.0,0.0,4.0,0.4,3.0,0.0,0.0,1.0,0.0,0.0,4,0,0,7,8,0,17,15,6,0.0,0.0,0,80.0,3.0,10.0,23.1,352.0,454.0,77.5,7165.0,1756.0,140.0,152.0,92.1,141.0,169.0,83.4,63.0,113.0,55.8,1,1.6,-0.6,22.0,36.0,4.0,2.0,19.0,543.0,12.0,95.0,292.0,196.0,12.0,478.0,5.0,12.0,41.7,5.0,0.0,346.0,1819.0,895.0,46.0,15.0,3.0,17.0,15.0,385.0,350.0,90.9,23.0,1,15,7,46.7,1.55,0.72,0.07,0.14,26.1,3.0,0,0,0.8,0.8,0.05,0.2,0.2,15,893.0,60.0,55.1,10,80.0,2,5,18.0,3,1.13,11.0,13.0,-2.0,-0.2,0.17,10.6,12.3,-1.7,-0.17,-0.1
18,19,0.7,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,27.0,4.0,14.8,11.0,13.0,3.0,1.0,0.0,0.0,1.0,1,1.0,0.0,0.0,2.0,2.95,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,3,1,0,0,1,0,0.0,0.0,0,3.0,0.0,0.0,,28.0,29.0,96.6,417.0,88.0,14.0,14.0,100.0,10.0,10.0,100.0,2.0,2.0,100.0,0,0.0,0.0,1.0,5.0,0.0,0.0,2.0,37.0,0.0,8.0,22.0,11.0,0.0,35.0,0.0,1.0,0.0,0.0,0.0,28.0,127.0,63.0,3.0,1.0,0.0,3.0,2.0,31.0,30.0,96.8,1.0,0,1,0,0.0,1.48,0.0,0.0,,25.0,0.0,0,0,0.1,0.1,0.08,-0.1,-0.1,2,61.0,31.0,4.0,0,,0,2,31.0,2,1.5,1.0,2.0,-1.0,-1.48,-0.92,1.0,1.4,-0.4,-0.63,-0.3
19,20,3.2,2.0,1,2.0,0.0,0.0,1.0,3.0,33.3,2.0,29.0,7.0,24.1,15.0,13.0,1.0,6.0,5.0,0.0,1.0,4,6.0,12.0,0.0,3.0,0.95,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,8,3,0,1,4,1,0.0,0.0,1,43.0,18.0,5.0,78.3,164.0,201.0,81.6,3843.0,1426.0,49.0,54.0,90.7,74.0,85.0,87.1,39.0,59.0,66.1,0,0.0,0.0,0.0,23.0,3.0,0.0,18.0,229.0,18.0,113.0,129.0,7.0,1.0,219.0,2.0,3.0,66.7,2.0,0.0,134.0,787.0,458.0,14.0,1.0,0.0,0.0,1.0,146.0,144.0,98.6,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,7,285.0,41.0,21.1,3,75.0,2,4,15.0,8,0.57,3.0,11.0,-8.0,-2.53,-2.44,5.1,5.5,-0.4,-0.11,0.09
20,21,3.5,10.0,5,7.0,3.0,0.0,4.0,14.0,28.6,10.0,59.0,16.0,27.1,42.0,9.0,8.0,7.0,1.0,0.0,6.0,6,16.0,7.0,0.0,4.0,1.14,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.28,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,2,0,10,6,5,0.0,0.0,0,22.0,1.0,6.0,14.3,95.0,130.0,73.1,1580.0,624.0,49.0,55.0,89.1,39.0,55.0,70.9,5.0,15.0,33.3,0,0.0,0.0,0.0,6.0,2.0,0.0,6.0,173.0,15.0,68.0,67.0,51.0,6.0,150.0,0.0,1.0,0.0,0.0,0.0,94.0,528.0,286.0,12.0,6.0,0.0,5.0,3.0,104.0,93.0,89.4,7.0,0,2,0,0.0,0.57,0.0,0.0,,22.2,0.0,0,0,0.1,0.1,0.04,-0.1,-0.1,7,316.0,45.0,21.9,3,71.0,1,4,26.0,4,1.43,3.0,6.0,-3.0,-0.85,-0.45,5.7,6.3,-0.5,-0.15,0.17
21,22,9.9,7.0,5,3.0,2.0,2.0,5.0,12.0,41.7,7.0,141.0,36.0,25.5,25.0,70.0,46.0,6.0,1.0,0.0,5.0,7,14.0,0.0,0.0,43.0,4.36,32.0,4.0,2.0,4.0,1.0,0.0,3.0,0.3,3.0,0.0,0.0,0.0,0.0,0.0,2,1,0,7,11,0,12,7,5,0.0,0.0,0,65.0,0.0,1.0,0.0,468.0,567.0,82.5,8660.0,2316.0,206.0,233.0,88.4,187.0,217.0,86.2,61.0,92.0,66.3,2,2.5,-0.5,27.0,42.0,25.0,3.0,60.0,661.0,5.0,74.0,347.0,305.0,28.0,621.0,11.0,22.0,50.0,11.0,0.0,547.0,3369.0,1848.0,95.0,42.0,5.0,16.0,13.0,593.0,531.0,89.5,85.0,3,29,12,41.4,2.94,1.22,0.1,0.25,21.9,6.0,0,0,2.4,2.4,0.08,0.6,0.6,11,888.0,81.0,61.7,9,90.0,7,2,40.0,0,1.18,14.0,13.0,1.0,0.1,0.26,16.1,13.2,2.9,0.3,0.46
22,23,3.7,7.0,4,6.0,1.0,0.0,3.0,10.0,30.0,7.0,59.0,12.0,20.3,27.0,27.0,5.0,7.0,3.0,0.0,4.0,6,13.0,5.0,0.0,7.0,1.9,6.0,1.0,0.0,0.0,0.0,0.0,2.0,0.54,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,9,7,0,1,6,4,0.0,0.0,0,32.0,3.0,1.0,75.0,211.0,239.0,88.3,4164.0,1042.0,91.0,96.0,94.8,85.0,93.0,91.4,31.0,42.0,73.8,0,0.0,0.0,1.0,30.0,1.0,1.0,17.0,266.0,12.0,83.0,187.0,17.0,2.0,256.0,3.0,3.0,100.0,3.0,0.0,187.0,1053.0,417.0,11.0,3.0,0.0,1.0,2.0,203.0,194.0,95.6,7.0,0,1,0,0.0,0.27,0.0,0.0,,23.6,0.0,0,0,0.0,0.0,0.03,0.0,0.0,4,331.0,83.0,23.0,4,83.0,3,0,,0,2.5,8.0,5.0,3.0,0.82,1.06,5.1,4.6,0.4,0.12,0.0
23,24,5.5,2.0,2,0.0,1.0,1.0,1.0,2.0,50.0,1.0,45.0,13.0,28.9,4.0,24.0,17.0,4.0,3.0,0.0,1.0,2,4.0,4.0,0.0,8.0,1.46,7.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,6,4,3,3,2,2,0.0,0.0,0,23.0,8.0,7.0,53.3,109.0,145.0,75.2,1732.0,337.0,65.0,78.0,83.3,32.0,42.0,76.2,9.0,13.0,69.2,0,0.4,-0.4,5.0,5.0,5.0,1.0,10.0,183.0,4.0,13.0,72.0,101.0,28.0,176.0,2.0,3.0,66.7,2.0,0.0,115.0,338.0,91.0,7.0,0.0,3.0,8.0,5.0,213.0,140.0,65.7,40.0,1,14,2,14.3,2.56,0.37,0.07,0.5,14.7,0.0,0,0,1.6,1.6,0.11,-0.6,-0.6,14,492.0,35.0,32.2,3,67.0,1,11,26.0,1,1.21,8.0,9.0,-1.0,-0.18,-0.36,8.4,7.9,0.5,0.09,-0.09
24,25,10.0,3.0,3,2.0,0.0,1.0,0.0,9.0,0.0,9.0,146.0,46.0,31.5,21.0,56.0,69.0,7.0,1.0,0.0,6.0,6,9.0,0.0,0.0,38.0,3.81,27.0,6.0,2.0,2.0,1.0,0.0,2.0,0.2,1.0,0.0,0.0,0.0,1.0,0.0,1,0,0,7,7,0,22,6,3,1.0,0.0,0,54.0,2.0,9.0,18.2,380.0,484.0,78.5,6700.0,2388.0,191.0,215.0,88.8,131.0,164.0,79.9,49.0,88.0,55.7,1,2.1,-1.1,22.0,42.0,31.0,4.0,61.0,596.0,3.0,53.0,227.0,356.0,47.0,545.0,8.0,35.0,22.9,11.0,2.0,466.0,2288.0,1135.0,64.0,20.0,15.0,14.0,20.0,534.0,464.0,86.9,96.0,2,29,11,37.9,2.91,1.1,0.07,0.18,20.9,2.0,0,0,2.5,2.5,0.09,-0.5,-0.5,15,897.0,60.0,62.3,8,80.0,5,7,37.0,1,1.53,18.0,13.0,5.0,0.5,1.16,17.1,13.3,3.9,0.39,0.0
