,PlayerId,90s,Tkl,TklW_x,Def 3rd_x,Mid 3rd_x,Att 3rd_x,Tklvsdribble,Att_x,Tkl%,Past,Press,Succ_x,%,Def 3rd.1,Mid 3rd.1,Att 3rd.1,Blocks,Sh_x,ShSv,Pass,Int_x,Tkl+Int,Clr,Err,SCA,SCA90,PassLive,PassDead,Drib,Sh_y,Fld_x,Def,GCA,GCA90,PassLive.1,PassDead.1,Drib.1,Sh.1,Fld.1,Def.1,CrdY,CrdR,2CrdY,Fls,Fld_y,Off,Crs,Int_y,TklW_y,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Cmp,Att_y,Cmp%,TotDist_x,PrgDist_x,Cmp.1,Att.1,Cmp%.1,Cmp.2,Att.2,Cmp%.2,Cmp.3,Att.3,Cmp%.3,Ast,xA,A-xA,KP,1/3_x,PPA,CrsPA,Prog_x,Touches,Def Pen,Def 3rd_y,Mid 3rd_y,Att 3rd_y,Att Pen,Live,Succ_y,Att,Succ%,#Pl,Megs,Carries,TotDist_y,PrgDist_y,Prog_y,1/3_y,CPA,Mis,Dis,Targ,Rec,Rec%,Prog.1,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,MP,Min,Mn/MP,Min%,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off.1
136,137,1.6,3.0,1,2.0,0.0,1.0,1.0,4.0,25.0,3.0,65.0,11.0,16.9,16.0,31.0,18.0,0.0,0.0,0.0,0.0,2,5.0,0.0,0.0,4.0,2.55,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.64,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,9,4,1,1,2,1,0.0,0.0,0,11.0,2.0,10.0,16.7,35.0,45.0,77.8,575.0,237.0,20.0,25.0,80.0,9.0,13.0,69.2,4.0,4.0,100.0,1,0.9,0.1,4.0,1.0,5.0,0.0,7.0,64.0,1.0,12.0,17.0,36.0,6.0,62.0,1.0,6.0,16.7,1.0,0.0,42.0,140.0,63.0,6.0,1.0,1.0,1.0,4.0,73.0,44.0,60.3,11.0,0,1,0,0.0,0.64,0.0,0.0,,13.6,0.0,0,0,0.2,0.2,0.17,-0.2,-0.2,6,141.0,24.0,8.7,0,,0,6,24.0,2,1.5,3.0,4.0,-1.0,-0.64,-1.19,2.3,3.7,-1.3,-0.86,-1.22
137,138,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,2.0,1.0,50.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,0.12,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0.0,1.0,0,70.0,0.0,0.0,,477.0,611.0,78.1,12516.0,6988.0,105.0,105.0,100.0,227.0,229.0,99.1,144.0,276.0,52.2,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,643.0,563.0,641.0,4.0,0.0,0.0,474.0,0.0,0.0,,0.0,0.0,354.0,1592.0,1013.0,0.0,0.0,0.0,0.0,1.0,314.0,314.0,100.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,16,1440.0,90.0,94.1,16,90.0,16,0,,0,1.31,21.0,18.0,3.0,0.19,3.19,20.7,21.8,-1.1,-0.07,1.39
138,139,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0,14.0,0.0,0.0,,81.0,112.0,72.3,1992.0,1076.0,19.0,19.0,100.0,44.0,44.0,100.0,18.0,49.0,36.7,0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,122.0,119.0,122.0,0.0,0.0,0.0,77.0,0.0,0.0,,0.0,0.0,46.0,236.0,94.0,0.0,0.0,0.0,0.0,0.0,46.0,45.0,97.8,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,270.0,90.0,18.8,3,90.0,3,0,,12,0.33,1.0,4.0,-3.0,-1.0,-1.62,2.8,4.7,-1.9,-0.63,-0.7
139,140,0.4,1.0,1,0.0,1.0,0.0,0.0,0.0,,0.0,9.0,4.0,44.4,0.0,3.0,6.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0,2.0,5.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,2,1,0,0,0,1,0.0,0.0,0,1.0,1.0,5.0,16.7,3.0,3.0,100.0,71.0,5.0,1.0,1.0,100.0,1.0,1.0,100.0,1.0,1.0,100.0,0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,13.0,0.0,0.0,2.0,11.0,6.0,13.0,0.0,0.0,,0.0,0.0,7.0,33.0,21.0,2.0,0.0,0.0,3.0,2.0,16.0,11.0,68.8,4.0,0,3,0,0.0,7.5,0.0,0.0,,11.3,0.0,0,0,0.6,0.6,0.18,-0.6,-0.6,3,36.0,12.0,2.5,0,,0,3,12.0,5,1.0,1.0,0.0,1.0,2.5,2.56,0.8,0.2,0.6,1.58,1.5
140,141,3.8,8.0,2,3.0,4.0,1.0,5.0,8.0,62.5,3.0,46.0,15.0,32.6,16.0,25.0,5.0,11.0,6.0,0.0,5.0,8,16.0,11.0,0.0,2.0,0.53,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,1,8,2,0.0,0.0,0,21.0,6.0,3.0,66.7,148.0,168.0,88.1,2953.0,1360.0,54.0,58.0,93.1,77.0,85.0,90.6,16.0,23.0,69.6,0,0.0,0.0,1.0,19.0,1.0,0.0,14.0,210.0,26.0,94.0,109.0,15.0,1.0,202.0,1.0,1.0,100.0,1.0,0.0,129.0,445.0,205.0,8.0,2.0,0.0,0.0,2.0,141.0,133.0,94.3,0.0,0,2,0,0.0,0.53,0.0,0.0,,18.0,0.0,0,0,0.1,0.1,0.06,-0.1,-0.1,4,341.0,85.0,22.3,4,85.0,3,0,,13,0.75,3.0,7.0,-4.0,-1.06,-1.59,5.4,4.6,0.8,0.22,-0.12
141,142,12.2,11.0,8,2.0,3.0,6.0,2.0,15.0,13.3,13.0,242.0,61.0,25.2,18.0,123.0,101.0,22.0,0.0,0.0,22.0,0,11.0,9.0,0.0,30.0,2.46,18.0,0.0,5.0,2.0,3.0,2.0,2.0,0.16,1.0,0.0,1.0,0.0,0.0,0.0,1,0,0,16,30,9,4,0,8,0.0,0.0,0,67.0,36.0,59.0,37.9,183.0,255.0,71.8,2749.0,621.0,103.0,137.0,75.2,67.0,86.0,77.9,8.0,16.0,50.0,1,1.6,-0.6,10.0,16.0,6.0,2.0,21.0,432.0,10.0,43.0,202.0,220.0,67.0,427.0,16.0,30.0,53.3,16.0,4.0,278.0,1227.0,647.0,39.0,17.0,7.0,39.0,18.0,482.0,304.0,63.1,56.0,3,31,15,48.4,2.55,1.23,0.1,0.2,12.3,0.0,0,0,5.1,5.1,0.17,-2.1,-2.1,16,1096.0,69.0,71.6,12,79.0,5,4,38.0,0,1.81,14.0,12.0,2.0,0.16,0.37,18.0,12.4,5.5,0.45,1.46
142,143,17.0,0.0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,2.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,1,0,0,0,0,0.0,0.0,0,89.0,0.0,0.0,,256.0,454.0,56.4,8404.0,5898.0,51.0,51.0,100.0,90.0,92.0,97.8,114.0,308.0,37.0,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,504.0,377.0,490.0,15.0,0.0,0.0,353.0,0.0,0.0,,0.0,0.0,233.0,970.0,596.0,0.0,0.0,0.0,1.0,0.0,176.0,176.0,100.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,17,1530.0,90.0,94.4,17,90.0,17,0,,0,1.71,28.0,18.0,10.0,0.59,2.59,27.2,21.7,5.5,0.33,1.18
143,144,18.0,37.0,22,29.0,7.0,1.0,19.0,35.0,54.3,16.0,205.0,59.0,28.8,124.0,73.0,8.0,22.0,11.0,0.0,11.0,36,73.0,85.0,1.0,10.0,0.56,8.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,0,0,17,16,0,1,36,22,0.0,1.0,0,122.0,29.0,23.0,55.8,821.0,954.0,86.1,18674.0,4900.0,178.0,191.0,93.2,489.0,519.0,94.2,149.0,228.0,65.4,0,0.2,-0.2,3.0,37.0,4.0,1.0,31.0,1153.0,174.0,720.0,485.0,33.0,12.0,1125.0,4.0,5.0,80.0,5.0,0.0,719.0,3735.0,1939.0,29.0,7.0,0.0,6.0,6.0,802.0,792.0,98.8,2.0,1,11,4,36.4,0.65,0.24,0.09,0.25,12.0,0.0,0,0,1.4,1.4,0.13,-0.4,-0.4,18,1620.0,90.0,100.0,18,90.0,18,0,,0,1.11,17.0,22.0,-5.0,-0.28,,19.8,22.2,-2.3,-0.13,
144,145,8.4,4.0,1,2.0,1.0,1.0,1.0,4.0,25.0,3.0,115.0,32.0,27.8,25.0,48.0,42.0,2.0,1.0,0.0,1.0,1,5.0,5.0,0.0,33.0,3.94,27.0,5.0,0.0,0.0,1.0,0.0,2.0,0.24,1.0,0.0,0.0,0.0,1.0,0.0,3,1,0,15,6,3,16,1,1,0.0,0.0,0,36.0,3.0,8.0,27.3,346.0,450.0,76.9,7070.0,1821.0,157.0,185.0,84.9,121.0,151.0,80.1,63.0,92.0,68.5,0,2.0,-2.0,17.0,34.0,15.0,2.0,43.0,553.0,5.0,36.0,254.0,315.0,26.0,509.0,14.0,27.0,51.9,18.0,2.0,403.0,2631.0,1716.0,94.0,33.0,11.0,31.0,15.0,512.0,451.0,88.1,51.0,2,22,8,36.4,2.63,0.95,0.09,0.25,24.8,5.0,0,0,0.9,0.9,0.04,1.1,1.1,13,754.0,58.0,52.4,9,70.0,2,4,30.0,0,1.31,7.0,10.0,-3.0,-0.36,-0.88,12.2,12.9,-0.7,-0.08,-0.98
145,146,9.8,16.0,11,14.0,2.0,0.0,5.0,8.0,62.5,3.0,83.0,28.0,33.7,44.0,35.0,4.0,8.0,5.0,0.0,3.0,15,31.0,39.0,0.0,7.0,0.72,6.0,1.0,0.0,0.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0,5,0,0,17,17,0,0,15,11,0.0,0.0,0,78.0,19.0,18.0,51.4,535.0,585.0,91.5,11992.0,3832.0,119.0,133.0,89.5,303.0,312.0,97.1,107.0,130.0,82.3,0,0.0,0.0,0.0,32.0,0.0,0.0,27.0,669.0,78.0,379.0,315.0,19.0,9.0,654.0,7.0,8.0,87.5,7.0,0.0,464.0,2855.0,1583.0,40.0,4.0,1.0,2.0,4.0,491.0,485.0,98.8,2.0,1,4,1,25.0,0.41,0.1,0.25,1.0,6.6,0.0,0,0,0.7,0.7,0.17,0.3,0.3,11,878.0,80.0,61.0,10,86.0,8,1,15.0,2,1.45,10.0,10.0,0.0,0.0,-0.16,14.2,12.7,1.5,0.16,-0.6
146,147,9.9,12.0,7,5.0,4.0,3.0,3.0,10.0,30.0,7.0,125.0,29.0,23.2,22.0,52.0,51.0,12.0,0.0,0.0,12.0,7,19.0,0.0,0.0,24.0,2.42,18.0,0.0,3.0,0.0,1.0,2.0,7.0,0.71,5.0,0.0,2.0,0.0,0.0,0.0,2,0,0,8,8,2,20,7,7,0.0,0.0,0,33.0,3.0,17.0,15.0,194.0,236.0,82.2,3122.0,609.0,108.0,119.0,90.8,74.0,92.0,80.4,11.0,20.0,55.0,3,1.1,1.9,8.0,9.0,9.0,2.0,18.0,361.0,1.0,30.0,133.0,244.0,36.0,354.0,30.0,46.0,65.2,33.0,2.0,327.0,1860.0,1204.0,64.0,15.0,11.0,32.0,28.0,370.0,285.0,77.0,69.0,1,21,6,28.6,2.12,0.61,0.05,0.17,19.6,0.0,0,0,1.2,1.2,0.06,-0.2,-0.2,14,892.0,64.0,61.9,10,78.0,2,4,29.0,0,1.07,20.0,22.0,-2.0,-0.2,0.95,14.9,16.5,-1.6,-0.16,1.1
147,148,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,1.0,1.0,100.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,1.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,0,2,0,0,0,0,0.0,0.0,0,86.0,0.0,0.0,,379.0,483.0,78.5,11322.0,7263.0,66.0,66.0,100.0,175.0,178.0,98.3,137.0,238.0,57.6,0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,513.0,428.0,509.0,4.0,0.0,0.0,383.0,0.0,0.0,,0.0,0.0,270.0,1158.0,681.0,0.0,0.0,0.0,0.0,0.0,220.0,219.0,99.5,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,16,1440.0,90.0,94.1,16,90.0,16,0,,1,2.25,35.0,16.0,19.0,1.19,3.19,29.5,15.5,14.1,0.88,3.04
148,149,0.3,0.0,0,0.0,0.0,0.0,0.0,0.0,,0.0,9.0,1.0,11.1,5.0,4.0,0.0,0.0,0.0,0.0,0.0,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,3,0,0,0,1,0,0.0,0.0,0,2.0,1.0,0.0,100.0,9.0,10.0,90.0,174.0,66.0,4.0,5.0,80.0,3.0,3.0,100.0,2.0,2.0,100.0,0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,13.0,2.0,6.0,8.0,0.0,0.0,13.0,0.0,0.0,,0.0,0.0,6.0,24.0,13.0,0.0,0.0,0.0,1.0,0.0,10.0,9.0,90.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,30.0,15.0,2.0,0,,0,2,15.0,0,3.0,1.0,0.0,1.0,3.0,2.04,1.1,0.2,0.9,2.78,2.12
149,150,7.2,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0.0,1.0,0,32.0,0.0,0.0,,121.0,195.0,62.1,4428.0,2944.0,22.0,22.0,100.0,37.0,38.0,97.4,62.0,135.0,45.9,0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,213.0,204.0,213.0,0.0,0.0,0.0,126.0,0.0,0.0,,0.0,0.0,72.0,370.0,207.0,0.0,0.0,0.0,0.0,0.0,59.0,59.0,100.0,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,8,651.0,81.0,42.5,7,90.0,7,1,21.0,5,2.13,11.0,9.0,2.0,0.28,1.51,9.2,10.8,-1.6,-0.22,0.21
150,151,1.6,4.0,3,0.0,3.0,1.0,2.0,3.0,66.7,1.0,36.0,7.0,19.4,10.0,20.0,6.0,2.0,1.0,0.0,1.0,7,11.0,1.0,0.0,3.0,1.82,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0,0,6,0,1,2,7,3,0.0,0.0,0,5.0,1.0,1.0,50.0,49.0,59.0,83.1,912.0,274.0,17.0,20.0,85.0,23.0,27.0,85.2,7.0,10.0,70.0,0,0.1,-0.1,1.0,6.0,0.0,0.0,5.0,79.0,3.0,13.0,46.0,25.0,3.0,75.0,0.0,0.0,,0.0,0.0,47.0,152.0,50.0,3.0,0.0,1.0,1.0,2.0,63.0,55.0,87.3,3.0,0,4,2,50.0,2.43,1.22,0.0,0.0,19.8,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,6,148.0,25.0,9.7,1,60.0,0,5,18.0,2,0.83,1.0,5.0,-4.0,-2.43,-2.5,3.0,2.7,0.4,0.23,0.15
151,152,2.0,6.0,5,5.0,1.0,0.0,2.0,4.0,50.0,2.0,57.0,22.0,38.6,27.0,26.0,4.0,1.0,0.0,0.0,1.0,7,13.0,0.0,0.0,3.0,1.49,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,5,0,0,0,7,5,0.0,0.0,0,21.0,1.0,0.0,100.0,95.0,106.0,89.6,1903.0,693.0,46.0,51.0,90.2,27.0,29.0,93.1,19.0,23.0,82.6,0,0.1,-0.1,1.0,17.0,2.0,0.0,11.0,122.0,5.0,29.0,76.0,22.0,1.0,119.0,0.0,0.0,,0.0,0.0,85.0,301.0,138.0,5.0,3.0,0.0,2.0,2.0,84.0,81.0,96.4,0.0,0,4,0,0.0,1.99,0.0,0.0,,29.3,0.0,0,0,0.1,0.1,0.02,-0.1,-0.1,3,181.0,60.0,11.8,2,76.0,1,1,30.0,0,1.33,2.0,1.0,1.0,0.5,1.23,2.0,2.3,-0.3,-0.15,0.22
152,153,11.9,28.0,18,19.0,8.0,1.0,13.0,22.0,59.1,9.0,112.0,48.0,42.9,63.0,48.0,1.0,17.0,8.0,1.0,9.0,30,58.0,66.0,0.0,11.0,0.92,9.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,16,9,0,1,30,18,0.0,0.0,1,117.0,39.0,24.0,61.9,431.0,538.0,80.1,10102.0,4288.0,102.0,113.0,90.3,214.0,248.0,86.3,108.0,168.0,64.3,0,0.6,-0.6,4.0,33.0,4.0,1.0,42.0,682.0,110.0,410.0,299.0,21.0,12.0,649.0,4.0,9.0,44.4,4.0,1.0,370.0,2500.0,1354.0,20.0,4.0,0.0,0.0,4.0,380.0,370.0,97.4,1.0,0,10,0,0.0,0.84,0.0,0.0,,7.9,0.0,0,0,1.5,1.5,0.17,-1.5,-1.5,12,1072.0,89.0,70.1,12,89.0,11,0,,0,1.25,11.0,12.0,-1.0,-0.08,1.1,16.1,11.2,4.9,0.41,1.55
153,154,12.2,23.0,18,12.0,4.0,7.0,7.0,19.0,36.8,12.0,209.0,52.0,24.9,69.0,82.0,58.0,20.0,6.0,0.0,14.0,16,39.0,19.0,0.0,31.0,2.54,19.0,1.0,3.0,2.0,3.0,3.0,2.0,0.16,2.0,0.0,0.0,0.0,0.0,0.0,2,0,0,25,25,3,31,16,18,0.0,1.0,0,51.0,8.0,18.0,30.8,325.0,444.0,73.2,5650.0,2145.0,146.0,180.0,81.1,146.0,190.0,76.8,28.0,55.0,50.9,2,1.0,1.0,12.0,28.0,15.0,4.0,57.0,591.0,29.0,114.0,256.0,263.0,46.0,561.0,13.0,26.0,50.0,15.0,2.0,420.0,2282.0,1281.0,62.0,21.0,11.0,19.0,19.0,503.0,420.0,83.5,82.0,1,21,5,23.8,1.72,0.41,0.05,0.2,19.6,0.0,0,1,2.2,1.4,0.07,-1.2,-0.4,15,1097.0,73.0,71.7,12,79.0,6,3,49.0,1,1.0,13.0,22.0,-9.0,-0.74,-0.53,14.0,20.0,-5.9,-0.49,-0.5
154,155,4.6,11.0,9,4.0,5.0,2.0,3.0,13.0,23.1,10.0,159.0,37.0,23.3,40.0,73.0,46.0,4.0,0.0,0.0,4.0,8,19.0,3.0,0.0,10.0,2.18,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,8,4,0,13,8,9,0.0,0.0,0,34.0,2.0,6.0,25.0,90.0,122.0,73.8,1314.0,395.0,55.0,62.0,88.7,25.0,37.0,67.6,5.0,11.0,45.5,0,1.0,-1.0,6.0,7.0,4.0,3.0,6.0,189.0,3.0,30.0,67.0,102.0,15.0,187.0,5.0,9.0,55.6,5.0,0.0,139.0,584.0,299.0,15.0,4.0,1.0,15.0,14.0,168.0,123.0,73.2,34.0,1,8,2,25.0,1.74,0.44,0.13,0.5,16.7,0.0,0,0,0.6,0.6,0.08,0.4,0.4,12,413.0,34.0,27.0,4,68.0,1,8,18.0,2,1.33,7.0,5.0,2.0,0.44,0.68,5.6,9.7,-4.1,-0.9,-0.68
155,156,0.3,2.0,1,1.0,1.0,0.0,1.0,1.0,100.0,0.0,11.0,1.0,9.1,4.0,6.0,1.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0,1.0,3.46,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,1,0.0,0.0,0,0.0,0.0,1.0,0.0,12.0,16.0,75.0,150.0,41.0,9.0,11.0,81.8,3.0,3.0,100.0,0.0,1.0,0.0,0,0.1,-0.1,1.0,2.0,0.0,0.0,2.0,20.0,0.0,5.0,7.0,10.0,1.0,20.0,0.0,0.0,,0.0,0.0,15.0,77.0,36.0,2.0,0.0,1.0,0.0,1.0,22.0,17.0,77.3,3.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,2,26.0,13.0,1.7,0,,0,2,13.0,8,2.0,0.0,0.0,0.0,0.0,-0.06,0.1,0.4,-0.2,-0.77,-0.82
156,157,0.2,,0,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,0,0,0,3,0,0,0,0,0,,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0.0,0.0,,,,,0,0,,,,,,3,17.0,6.0,1.0,0,,0,3,6.0,10,0.0,0.0,1.0,-1.0,-5.29,-4.45,,,,,
157,158,16.0,42.0,33,19.0,20.0,3.0,19.0,44.0,43.2,25.0,305.0,93.0,30.5,123.0,141.0,41.0,34.0,8.0,0.0,26.0,41,83.0,15.0,1.0,20.0,1.25,15.0,0.0,0.0,1.0,3.0,1.0,2.0,0.13,0.0,0.0,0.0,1.0,1.0,0.0,2,0,0,14,14,1,5,41,33,0.0,0.0,0,132.0,19.0,5.0,79.2,558.0,648.0,86.1,10133.0,2475.0,236.0,269.0,87.7,247.0,280.0,88.2,63.0,77.0,81.8,0,0.2,-0.2,4.0,50.0,5.0,0.0,55.0,808.0,43.0,223.0,477.0,153.0,10.0,800.0,7.0,10.0,70.0,8.0,0.0,525.0,2361.0,1074.0,47.0,16.0,0.0,11.0,9.0,549.0,516.0,94.0,25.0,0,3,1,33.3,0.19,0.06,0.0,0.0,17.1,0.0,0,0,0.1,0.1,0.03,-0.1,-0.1,17,1439.0,85.0,94.1,16,88.0,12,1,25.0,0,1.53,18.0,18.0,0.0,0.0,-2.97,20.6,17.1,3.5,0.22,-0.78
158,159,11.6,16.0,7,9.0,5.0,2.0,4.0,8.0,50.0,4.0,75.0,25.0,33.3,42.0,31.0,2.0,14.0,4.0,0.0,10.0,29,45.0,45.0,1.0,8.0,0.69,6.0,0.0,0.0,1.0,0.0,1.0,1.0,0.09,0.0,0.0,0.0,1.0,0.0,0.0,0,0,0,9,6,0,2,29,7,0.0,1.0,0,132.0,51.0,20.0,71.8,560.0,648.0,86.4,11887.0,4029.0,168.0,181.0,92.8,290.0,320.0,90.6,95.0,135.0,70.4,0,0.1,-0.1,2.0,45.0,2.0,0.0,33.0,757.0,112.0,386.0,377.0,28.0,14.0,732.0,1.0,1.0,100.0,1.0,1.0,459.0,2693.0,1292.0,41.0,4.0,0.0,2.0,1.0,485.0,483.0,99.6,1.0,0,8,2,25.0,0.69,0.17,0.0,0.0,10.0,0.0,0,0,0.5,0.5,0.06,-0.5,-0.5,13,1046.0,80.0,72.6,12,87.0,10,1,1.0,2,1.38,15.0,12.0,3.0,0.26,0.49,17.0,12.5,4.5,0.39,0.85
159,160,4.6,9.0,4,8.0,1.0,0.0,5.0,9.0,55.6,4.0,47.0,15.0,31.9,25.0,19.0,3.0,10.0,5.0,0.0,5.0,11,20.0,22.0,0.0,3.0,0.65,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,6,0,0,0,11,4,0.0,0.0,0,47.0,24.0,6.0,80.0,250.0,286.0,87.4,5196.0,1714.0,71.0,78.0,91.0,138.0,150.0,92.0,41.0,54.0,75.9,0,0.0,0.0,1.0,15.0,1.0,0.0,9.0,344.0,54.0,207.0,150.0,17.0,10.0,340.0,1.0,1.0,100.0,1.0,0.0,223.0,1612.0,825.0,16.0,4.0,0.0,4.0,2.0,240.0,234.0,97.5,2.0,0,7,1,14.3,1.93,0.28,0.0,0.0,7.9,0.0,0,0,0.4,0.4,0.05,-0.4,-0.4,5,416.0,83.0,28.9,4,86.0,3,1,73.0,10,1.0,8.0,8.0,0.0,0.0,0.0,7.4,6.6,0.8,0.17,0.07
160,161,2.7,5.0,5,2.0,0.0,3.0,2.0,3.0,66.7,1.0,34.0,14.0,41.2,14.0,13.0,7.0,6.0,1.0,0.0,5.0,2,7.0,11.0,0.0,2.0,0.73,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,4,2,0,4,2,5,0.0,0.0,0,22.0,1.0,1.0,50.0,99.0,126.0,78.6,1562.0,564.0,49.0,56.0,87.5,42.0,48.0,87.5,6.0,15.0,40.0,0,0.0,0.0,1.0,6.0,0.0,0.0,8.0,149.0,15.0,55.0,59.0,37.0,2.0,130.0,0.0,0.0,,0.0,0.0,72.0,287.0,80.0,4.0,0.0,0.0,0.0,1.0,89.0,80.0,89.9,0.0,0,0,0,,0.0,0.0,,,,0.0,0,0,0.0,0.0,,0.0,0.0,3,245.0,82.0,16.0,3,82.0,2,0,,14,1.33,4.0,4.0,0.0,0.0,-0.07,2.2,4.2,-2.0,-0.73,-1.05
161,162,14.3,23.0,16,10.0,10.0,3.0,12.0,36.0,33.3,24.0,237.0,76.0,32.1,84.0,117.0,36.0,29.0,4.0,0.0,25.0,45,68.0,9.0,1.0,41.0,2.86,37.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,1,1,16,22,0,6,45,16,0.0,0.0,0,166.0,11.0,7.0,61.1,953.0,1079.0,88.3,17907.0,5540.0,392.0,437.0,89.7,433.0,468.0,92.5,116.0,147.0,78.9,0,1.6,-1.6,18.0,131.0,16.0,1.0,125.0,1213.0,28.0,253.0,734.0,295.0,10.0,1195.0,3.0,9.0,33.3,3.0,1.0,851.0,3613.0,1753.0,78.0,29.0,5.0,16.0,6.0,942.0,903.0,95.9,33.0,2,5,1,20.0,0.35,0.07,0.2,1.0,26.0,0.0,1,1,0.9,0.2,0.03,1.1,0.8,15,1290.0,86.0,89.6,15,86.0,12,0,,0,1.4,17.0,18.0,-1.0,-0.07,-1.27,24.1,18.0,6.1,0.43,0.38
